,0,Possible labels
69,00593902319f5fea5bf7af19f156d768,1
70,005ac0167004932d4f506fa3096e8304,0
71,005cbdd367f37eb756435c188261c634,1
72,005e78d8291900d1ea89fb7055a01cac,0
73,005ef4a1a87330505c9d5616cb0428f8,0
74,0062a5e97c4eecb198edd491964fc844,0
75,00630cd1159e5490ed30baa18136f895,1
76,0063c38f62b33800a1478b13e163d280,1
77,006449db4fcfff222d6ff4b800fac628,0
78,006455622b688e1f3bed66e6d05e1035,0
79,00646de3bcdd2ee7ed56cf5fa35e5dc6,1
80,0066616e08c3c523c6a20bc2f3d901f1,1
81,0068607a056070bb1c7590f6a76df19d,0
82,006874616e4a70fc018375da5f390bfa,0
83,006c4660cf96e030c5b622888dd5a1c4,1
84,006cb95a76554b552e61dbbca3f74797,1
85,006cefe4cd753556075ee325fecdae32,0
86,006e04b89b692700f02019a9890ffd42,0
87,006e7f0a54b33a62497e0a8fd3c4c6e0,0
88,006f2ab01715b5508679be8b0b32798f,0
89,007330e28e19d20fe462c992b61a5dbe,0
90,0073e27f56213fa3177ee3f4a0b353c1,1
91,0074a2386a65c60956b67c0f2f6818e4,0
92,0074d5ccae5b7fb556a7ed6ddd68dd01,0
93,007668b35abb12a320e7f5ee6c522924,1
94,007751e091dfbf270dac254c88fc424c,0
95,007b3a95d19342d3ff8a7a82987f774b,1
96,007bb01ec50e0de9e7b06e153089b14b,0
97,007c52e2a123fd35c68453db30e90624,0
98,007dc2202aa66fcd39153b45c49f6e8d,0
99,007dc537407cc76deaed5375836f3e58,0
100,0080870dc359a2122bdca70fa2dd64a5,1
101,0080fb6a07880b85199238e860dc534f,0
102,00852a8a1e02e0761375cbfcbdbeb50a,1
103,008646167934e2b6cc2d772eaeda4112,1
104,0086bcf1abfbadae174e43e0e7d0a01b,0
105,008710b8f00bad7e937ba18242bca623,1
106,0088dd9d976093f2833ce0dc0991b28d,0
107,0088f67ce320de166260062b30fa1a9b,0
108,008bcebe92921e9d20c5ca31abf11832,1
109,008dd62fda37ce3206a9280af38082ea,0
110,008e4c2b5870ec3f67965f8ee8a7d449,1
111,008f34e4bf52b5b10bf92116bec7689a,0
112,008f8f6d67f9762f3f561a7addff0ba3,1
113,0091a07a7d3bc581523661db594a8fd1,0
114,0092666dd9bacaf44b0a046f33bb6d2f,0
115,00942459e65ee040a4725bc94a1fd162,0
116,00962e09fc4425602544e3714cbfff06,0
117,0097b99d991e7cbf87179e8f4d784971,0
118,00981d9745cdf57cd5fd98d5902edcfe,1
119,00987eeda9a81d1838f7b4f91fd6cb5f,1
120,00987f63a011d67defe9d490cf4c2c2c,0
121,009c46ee1c629542d8ae8a67edaff43e,0
122,009d4cf80b9015362059847c178ce9f0,0
123,009d8c4813e6f72e5bf5fde7f0a700d1,0
124,009e51a6103c1fb6bd10883eaa1e64e8,0
125,009e64a5e96414aad80ebcf64b809840,0
126,009fa087746706ca1a08dd80edd5ed18,1
127,00a291890cc5952f2cc96882ca9bc6d2,0
128,00a40c00a526dd218143cb8715fb3f3d,0
129,00a49267608644cbb40bbb03978a4b80,0
130,00a55dc35d021e7a69ffd88b5b0492b0,0
131,00a85c8313f26759db98ccbbbc272116,0
132,00a8b3a0aa04cdd139a0e6f5aa62d1f0,1
133,00a9d9f0aad8d538196c29257acd8b44,0
134,00a9ff8068d6d605d0cec623e3e65362,1
135,00aa4639f8759764522d777ee82d308c,0
136,00ad2fea88d260cbd010a0fa268f19f7,0
137,00ae8694520d48486b175b33f646312a,0
138,00af6f4574a56a53cd8fbe837cf59ede,0
139,00b07726d5358e0ecbdec66c02001430,0
140,00b0e3d6215e09a4fce221b6176197b6,0
141,00b284f492679dcfc5c7b3c1e4330662,0
142,00b4fd9bf1b66e8d53481eb4b8010453,0
143,00b726935a732760b89195c5f4330fac,0
144,00b7cb729b88f4e7c7d42feb5bdc1cea,0
145,00b835f01e7a0433c657a13a1d3001fc,0
146,00b8cd599f5b3ac6d4ed06cc76ca977c,0
147,00ba04a44b827e1feb4dd6777a985d5d,0
148,00ba5392c8288ac71e6f9315476d04ec,1
149,00bb386c5612f073ce45e98293ee34b3,0
150,00bd90d6c68ff2deff4051c71f25e79d,1
151,00be05e1389b2f95bb4a5599089f0754,0
152,00be179094b3761c5b569f83094882d6,0
153,00bed898055497c25db0a02c5ab0de16,1
154,00c04dcd13aa607cec6ff7dbeea72339,1
155,00c0ea159447edda2d5f11ccd2d29b86,1
156,00c2a2339fbefa616d31e599d44a01a7,0
157,00c8eecfa0ad1ceb4408ba4fb1917a85,0
158,00cce303aaa3099abc531844d1c9b6d6,0
159,00cf4d316c25840202844ccc00a2bc73,1
160,00d0215f1345b4f8db2ec274c5a977df,1
161,00d1d763179eb9eaca7f66114912c3b3,0
162,00d3acc88523c7d2805ac2d72ec861c2,0
163,00d4021dfbf0e5c7bcc1ee89ccee4bc9,0
164,00d61f7992c7940589c94832dc480ad7,0
165,00d791492555f43db204b2370be02c3d,0
166,00d808be2c4a49f893cca6490b1f2034,0
167,00dade9f5209b2d2dad800a99c5b7923,0
168,00dcd64b4d17a3db8c76e4773a8ca539,0
169,00de2f5675654692b36abc4792d46e5f,0
170,00dea0d7fc31405ce9e8db4c4c890680,0
171,00dfd281e4777ee7c64dd1047a989d76,0
172,00e105b35f0862060eadd7f3fbbbc8a3,0
173,00e1140ba111b652ea4e274353934c0f,1
174,00e1e8c6fe4e043aac763ac884328822,1
175,00e20e30d52ebf23020ec85d180be50c,0
176,00e3cbe24e68bde584b86c947632dfdf,0
177,00e562a5f3015f21ff7f8fd934711a3c,0
178,00e6bcca1b059a68958c71f1ac2429a1,0
179,00e7f33ff51920dcc77f0f98c4f2d906,1
180,00e8ab4e89ff48501823f965829f2acf,0
181,00efd7ca4dcc140e22160e28c18d0874,1
182,00f138478a46671ad37b783ae1ba4d96,0
183,00f3e6584f0f60c5ebb6d81bd734d164,0
184,00f5246a70a2843a4670b3d8c0d92b1c,0
185,00f584af0095182c1adc2203ce2fe376,1
186,00f5d3a2a9dd6e3ca2087f2411eb5c10,1
187,00f719aea54209d232294c84b67dea01,1
188,00f8d6ec2a0c19b0abea446777cb743e,0
189,00f985cb7aaf47fc554eaffdcec6a064,0
190,00fb3abbc6e8ce1e30d3cad78e73ea2e,0
191,00fba2c5a986975b855a424707df7fb8,0
192,00fbc9beb48fb47d141a46f4d58325ae,0
193,01013a53330c79118aa2c432ac3a6785,0
194,0102f6e19794543ccc513d30b10c4dbc,0
195,0103893dce07ed1482745b25808893f3,1
196,01038e78675712c65998ccdd583d29d3,0
197,0103de3269c180478c0915cfb1a14f56,0
198,01047a98b1225a81c1629391b2114670,0
199,0104de62ec5072fbfa981b79181ed896,0
200,0104fa92768e0d1f8d5be9171ee9ba0f,1
201,0105f0619578555f0b869b371f65bb9e,1
202,0107c390d2efca0361bf6f0cbe1f8a9d,1
203,010b8014e43c16535127e17d6987233f,0
204,010c174e4fff75ff02c8db67ecc6ac32,0
205,010c83ae0b822b235fd3bf41b7fb8af4,0
206,010d263db37532e8324661e7bac5d36c,0
207,010e2657da7e792fa891f675b21bf3be,0
208,010ecae207228df38ce69c6b49f7e848,1
209,010f789364071b27e2c53d465c23ec14,1
210,010fe809d70046f807c99f67649fc720,0
211,0110ea26b70fe424e5ccecf0234d5171,1
212,0110efb25bb00732c5ec0ff7fe77756a,0
213,0111bf473a0e47b2ab2dadcb7d0a04b1,0
214,01138b0d671a4fe274335de6ed8227d4,0
215,01142118f5689d18722f8bcc0854b0a6,0
216,0114880debb6632108ab81c0898d8b8c,1
217,01185f7d23e9525ee35f049410dfd47d,1
218,0118d7dce7bafa9d118f7066ad7b4a16,0
219,011bb2ee857127f3bdb4e4130b305aab,1
220,011dfe9fc72ee48d7db3869193cf5e2e,0
221,011e5cd45b266f6260f9e46b2ad31841,0
222,011f2ab328bf8927897c80b08a32e91e,0
223,011f770542527c2e5b4d4c9e5ddf40f8,1
224,011fae39cd384bc1c18044096e75acea,1
225,011fd81c46540b3cdfa47595c8a0298b,0
226,012149aa433217de1c6be5aeece6c2f4,1
227,0121574875339dc398f6ee5efbd50b5c,0
228,0121b3e8db50b7c02163a61a9a2f4551,0
229,012216f11138a1fd4a60231ddfdee247,0
230,0122e49714bfebfc5ef1f12072aff886,0
231,0123b15d4f59ef5e325f0d232efcb45e,1
232,01244b66e944f6dec07c90b33b7d97d0,0
233,01248fb75cc3da0324a399dcdb768cb0,0
234,0125319263830649415ac90567bc9f2c,0
235,0128b8e7f6c7ded0eca3edf347f1961e,1
236,0128cecd49834db729543e0a6b776216,0
237,012c364c86fbf7b65d1a9875bc681137,0
238,012ff52b82d6a4c6ed17b44f08640548,0
239,0132b78c8bf219866cf400477fc392e2,0
240,01339ff0494d79c527d51f071f31b49a,1
241,0136cb0e2b2555baa638327c51fef139,0
242,01385812e28a9fc26d073de9bf932c63,0
243,013a5696cfe9ef083079aae5700b39c1,0
244,013b71c0acf0bd845d08114e81bd3be1,0
245,013b77be885d9fd5130318a48c091fca,0
246,013bc228a6373516e863d58c7d80b91e,1
247,0140d4e9c0b1a7eea119a6e25d691414,0
248,014113ae8b1bd2a84ca721e39b955461,0
249,014180532f04eef3ea2ae56a83dc23ae,0
250,014332c33240c03ebe39ae22af2e8be5,1
251,0145252f056266d3eb0b358b19ad3319,0
252,0145394bcf710e2350a70ffef4929998,0
253,01454e785b0f98a00536aa9bc66d15d7,1
254,014691de3e068d5029c10c8af66218f0,1
255,014b4e260bde06948f5c185a3fbd1031,0
256,014d3132e964f549c9a67421154041c3,0
257,014e2a7b6248ba814d837783b9b8a1b7,1
258,014e6190052981f67a0da63b4bd607ad,0
259,014f06252c9ccad6ddaa4040a8cb29ab,1
260,014f9fa1389a584cd3e9b9130e6afa1e,0
261,014fe7247285883ff81a900cd16b780b,0
262,01501a23d7966859ec5c2c111da33fea,0
263,01505a21b6504d44da6565b433d17495,0
264,0151db7caeaffa57e3fbc06b0fe47384,1
265,0152499f29cc4f4245c8de0ee4ca0da6,0
266,01538018c305a1c86a2387ab03537763,0
267,0154c22031849ed80c6bf71abf7e9b74,0
268,015541265d605d21ba5dda9105aa4c3d,0
269,0156f3a8bf2681bbb22ec357357c1d04,1
270,015829d436feebcab2d394b699948673,0
271,01589f0880bac79266122cb9ba2b9cfd,0
272,015c5d7edfe6a4660ee227df9be75506,1
273,015ca41b6b16419b571602b756067b01,1
274,015de4a6dcdb871b2a9ab4cbf276905e,1
275,015fa1e9cd38fb4d102463f694a5a3f9,1
276,016068349225da6abc08b6e25a816700,1
277,0162ffe33b11be91c465d546d9f672c0,0
278,016300979daeb7c6a54a0fe2cd21e4d7,1
279,0164f8418547657f4498db31bb3d0c7d,1
280,016730dd4f56a742140266ed08e20bf1,0
281,0167e1f433db5762b40dcd2282fd24dc,0
282,01686db5089a07b02b5edcb3cc23382d,0
283,0169548138b1f49cb761134edea484f5,1
284,016a23543d844050613b95393916b82c,0
285,016b9ccd58dcaa46ed3a4a9097b8a0e0,0
286,016e3ee10e6b7be6c8f07323b0c716b9,0
287,016fbc5cf688157f40b961397abd2332,0
288,0172b5b67eb3db3bb7d4da17b8dc1e5e,0
289,01732c0851c1b343671737b3750d7039,0
290,01746b2b7b32582f59f3a17a395f16bd,0
291,0177bc57d3e5476f04fe50ee762fed66,0
292,0177c0092466b5c46d2e76fe6afb8ce2,0
293,01790d15d536177f3fe91872f336c8f1,0
294,017a353cc57c0d4110c5e93e2ffa1eb3,0
295,017ad7d8c72c07f57fd72eb4ef93ed7f,0
296,017af06ab46263a3856328ae8fb74d8a,0
297,017afb421b0a49eab14246a1b7beee9c,0
298,017b19f79825f4303f1aa01f9428224f,1
299,017c613ef2ee5459dfb26c60d3286124,0
300,017c649277c26df0a785849ab13dfbd9,0
301,017d9f64ca0d502ae1d32b74fe189327,1
302,017e55568de13457c6cc2d2505602927,0
303,017f055d30ece06806950b79ae8a24f6,0
304,0180da4e474b4a88a848cd87322afda0,0
305,0181854d1dc003c80e156f96a5524026,0
306,0182edc099d9857187751b3b744f0a5f,1
307,018595a365fe9de932cfd4cb143a6da0,0
308,0185ffb9bbad9e3b234b31fd7c38d7be,1
309,0186fa29f53e9c93db650f76dd94b109,0
310,0187493a9e10cb55e0aec405484d0b4e,0
311,01889b9074ed46a7f7d055b55c0d5cba,1
312,018bab5bbfb03c57f548c0d3efe0a325,0
313,018c700bf751a48a5ef5c22f4de735e2,0
314,018ea2438c63e1ec969a6b698437f58f,0
315,018ea472bf5702ceb77bdd7c33235d9f,0
316,018eb8e5a359b2e30e62d6edb3449cdf,0
317,018f7bde391a58c0a358b696a2fb3448,1
318,0195b8203b309711fb9834fbe39648b6,0
319,0195d40b7ab26bd226ae3cd35595f2ec,1
320,019671a562a24acc58242d9c6e9d3ca3,0
321,0196f811be4cf272637fb65de6a75459,1
322,01995dadc55b381cb2fda3cf607c35db,0
323,019ea8b20b205dac1d4eb1bee8ede074,0
324,01a14e1c5d7a6cda4b928b92b8406e77,0
325,01a30be754130ce3228ce8f897fe0682,0
326,01a30ea7cd796596037280e889462404,1
327,01a36eee416634e26595104b0fbaac33,0
328,01a421de3d99ff33d41aa4d02d6b2292,0
329,01a65abf1cb9fe4cdec9a79d939ac634,0
330,01a86c5d695a21d768a0726d01763edf,1
331,01ab208fd39e5a01e998c102c69f93cc,0
332,01ac73f728e5b32f618f796bad0c248c,0
333,01acfd0b5d50560e20e2a7c9d2e10fd3,0
334,01ad3bbe7279109cfd4d0cbb4e80993a,0
335,01ada36b63a2bce17c740cf3f4a3908f,0
336,01af3c7e889fb4e088dbc7019d573e54,1
337,01b1ab93390ca3de743c1c08f8367e63,0
338,01b280aff82447b3ec47f214e27641d3,1
339,01b2a317c032a8697244632552db2758,0
340,01b43bf5ba2120e343c93fb0e3a2e4c2,1
341,01b701a7d6d5328cfb8cab21adcc87f3,0
342,01b841deddcecfe34befbe88d82ca2a7,0
343,01b9b3521e627862decc9bde7bb680e9,0
344,01bd8b739bda9d9391428c011d430f43,0
345,01bf56a623f377b93b6b0f3f24b6f011,0
346,01c303652df259b75303211a295d20e7,0
347,01c373d98f33df9f1c20ddb714377355,0
348,01c39150b3e06899469e0db712ad69ff,0
349,01c5252439e7be99809e48532588408e,1
350,01c55c96e68c2764c748538ff7365f6b,1
351,01c6465a48468b263754670e7d16ab7c,0
352,01c8a178fc46b5ee6d9d49189bb10de4,0
353,01ca9931283d1eddaca11ee6637812f6,1
354,01cb9e925cf7c38eb1827cc71c06e0fb,0
355,01cbc0b621c0e14bb2007f47e566d167,0
356,01cbd2e184a06959fd1927b13269e5e1,0
357,01cc1a9c9e7e2595c3ea0bd93e049c11,1
358,01ccdb5ca686ef69e071552f56bc7b58,0
359,01d0b3d7056d19e7aeb51b10f96d8b2c,0
360,01d0ee0be22106f2f17fb102b87a9533,0
361,01d4a516fab41a20e3d35bb6acb09d19,0
362,01d4bad12bc7114821c654d641b4f840,1
363,01daa8aaec599ef71c2003d835b8613a,1
364,01dce3145641259bac5dd1297523a652,0
365,01de8dfa5fede398c22c06b75c4a0a30,1
366,01ded96d56a4d6602f3e2e50eddaab30,0
367,01def56b6b522cf6bd8caaf547089368,0
368,01df883e61cb83e5f5f745fd8f3893c3,0
369,01e17679c4ea204cff341a811dce54a0,1
370,01e326e08b852ea4846ffe1cbcdace52,1
371,01e34fac9823849ee25d59c24949b4b7,0
372,01e3df4c84c9e4341e04ff1908bb613a,1
373,01e45a358cb5dd8b89d9dadddce14f25,0
374,01e52c051a00add0c84d949ad4793a75,0
375,01e56de2908dd6e6d06cd33ef76f991b,1
376,01e577a94850ee615286697ba13cf16e,0
377,01e5e1d550b6e6099b82bd7c21f4a645,0
378,01e855f200f8d16624db3d0603bd9f0f,1
379,01ebdfa0e9e0958e336b14f2f7db894c,0
380,01ec3635ea28535bf5bf2e1542c05c3e,0
381,01f17bfdf96bdcd9a1edcb1b3368acea,0
382,01f1c405b9cd8374edb220b6d27257d2,1
383,01f5b0f8fa6f5ad817e93ac2ab5c64e4,0
384,01f85c29a36110d9bf32fc1446eee468,0
385,01f9c46bb132241fb05bfc151e597cff,0
386,01fbed5feb95c3e538e05bbd6b9b7c45,1
387,01fcc1ac4d6d0d8467e4653772d538e9,0
388,01fdec67a3fe067fe99ecb4a0261d6dd,0
389,01fe58363ac89f583aebc3bc78bc19ec,0
390,01fef30ea73321cdc060d9c2c75ec757,0
391,02012464ca5c4f935d7ba249fee52c13,0
392,0201360afe7f127177f432baabc99f42,0
393,02094f7dfdf32a6c70e4512bf5520c3d,0
394,0209dd430291d98f41a25e5df05adfe8,0
395,020a4b3fd60f4e1038ece13679f6060c,0
396,020b111493650fbc33ef4c7263410e53,1
397,020e5e942ae3e82cc9a9e54ba7a5f6ce,1
398,02102ab80b0c7346f3e5bc2a1ce394c0,1
399,0210f816fd0671e8762ab63a43ee8c40,1
400,02131640fd583b00177986675333dbe0,0
401,0213d88419bcfcfb6fecaa05fb99ea22,0
402,021587e2f414094ba63c75ef562a1026,1
403,02159dcdfc4f9388624e496d812b5db3,0
404,02161b329415ee337890148ca060cd42,0
405,021829f96ba7cbe22f5d840bef2f3070,0
406,021a8f99d41a402f1dc03bb167a2c153,1
407,021b307ebadf6b318e7b48420c5bc30f,1
408,021c86a0e309a2f2f347e6120742ab05,0
409,021daa23168f31168a9e8934a89c4e73,0
410,021e87bf39fb95fd50869af1ca40db06,1
411,021ef0d3d662c4eb868fafa30044235d,0
412,021f4138d3bed0e1bc3ca094cb211396,0
413,021fbd137c09beb7a08c9bea011749c3,0
414,021fcdfeffa91f9d0ab778a248577c5d,1
415,022221897cc85212bdfaa26a0c250b3d,1
416,02260657d15ae7c1980e44e16fa6fae6,1
417,0229866ed438379977dfb1887497b6ea,0
418,0229c09bfd9a81d6ba2cb05a5133b6bf,0
419,0229cb340a01355120276708dc383526,0
420,022dfcf52b6bc64bc77670c2ba007d23,0
421,02309f1743620c6b1cb1314a0858b089,0
422,02310b99c030521a085613c4ebaa1000,1
423,02311fd1a8058241bfff1f1c5df4641d,0
424,023249bf02b8ecd4645656a394887938,0
425,02324d5afd55745008f5b583954cc60f,0
426,0234f45ac3b88983f3d7f1b95bdd1f6c,0
427,02356b42d3d616daaa3a8df37a1341a5,1
428,02360b38f4f717a590aa8b40362dee47,0
429,02362cfac4ad8c42b78d6eed20af0620,0
430,0237562d82bfc4d1a7f0e2419ae9edd6,0
431,0238e2fe29ee6d577454a1667f5aa208,0
432,023a5b269f63853ee769032b284bb83b,0
433,023bd60ba8329eab423d8b78882210b9,0
434,023c90cbb45465f9f53212a35165b478,1
435,023f7c9baf88f7ad6c781295749bfbf8,0
436,024599556313eeef7f890588c94a5517,1
437,024787c0abeb145e93b28e0286fea7dd,0
438,024a0b1853efe958834b1de1927c7ecf,0
439,024aab4b4e95d79350f89ec32697bcdd,0
440,024c91545b676a2e2f00caab202b98a1,0
441,024da1fc6fb5d4dd6a63184fed537888,0
442,024de1b6e39dda1b4422e6fa2a6dcfad,0
443,024fc1903b98d0fd5960fbff7d8b0eed,0
444,02514ffa1395e146ed543b191afffa7b,0
445,0251cf87a4d4b40a635efd88007201b8,1
446,0253a898aaddca84c1ec5861febe049f,1
447,02542695e876f7d6398dc6f4633e8e5e,0
448,02548945e64f2036664bf2ede1d3da23,0
449,0254a8ba675b012d28dd9c4d3c15d81a,0
450,025625ba3929dd91f70c570c98ab4fdd,0
451,0257c1686a4b28d0242c56251b95af14,0
452,025922697e5e9d25ccaadbc8352579d8,1
453,02597da6e4a1978bd9358613e2e9cf2d,0
454,025a0a5a3cab716e211e85598604e3d9,0
455,025a9762787dc82667f59ffbfd011817,0
456,025e5ac3b3eca068267a0adfcfec8acd,0
457,025fc5508b9e32b78eb47472a1df4d8a,1
458,026063974b2e872c396c770b9e186ad5,1
459,026231fa11d1333e042e94b787613690,0
460,02625764ffc4bca8d7fe0c55a094f4d8,1
461,0264c97eff5abc838b1a65b49ee1c2e4,1
462,026528c1846949eb2fcc872160046281,0
463,0265d9a7e22135c088664d9241d7205f,0
464,026970e597ef190ace93da67b1a7ca31,1
465,026a0d21256eed018ac0015761d241cf,0
466,026cbb18586aced8067388c0c987fefa,1
467,026d61871b28c7af4eea2c85f3a79624,1
468,026db8587f7c6ba729995aaf77d07d6a,1
469,026e11aba9cb95ed306d895956a52868,1
470,0270ce93c4ba688ed8cf5de16e57b9cc,1
471,0271106bcaf3f6f6995fc82e3ab52202,0
472,0271aa8ca44b646c876087e0a3deabee,1
473,027539b39213fe637136f179a7c1cb11,0
474,02758c667c3c82b7847619821b03b729,1
475,0275ab46727337d38e68061546511cbb,1
476,027634f66c7a7f830125922397d4759e,0
477,02769c73dd9f2db362e3829961c4ca2a,1
478,0277283bcb8ad416d3f0a7aa25b6589a,0
479,02776b744cbb7f447a1d7ff092dd385f,0
480,0277d9ec914c3d7a0156c1be60945d85,1
481,027cdc6285286cd82b21ea4369f3fcbc,0
482,027f63ef365926da19e368830341f0ad,0
483,02822051a56e97f2b4f03565e45e4359,0
484,0283cde4dd013af9b20715a74ca50ab2,0
485,0284fd41f94481d95f02ba5053041ef9,0
486,0285d7f72cbf505b3b0f009b56d16694,0
487,0285ffbfa6e970b7486e46d748506163,0
488,0286cfeb889eea140830cdb79e300a64,0
489,0288369cea6617eb2ee3fe08ddeb8446,0
490,028a534dc9294be769ad134ff0080bae,0
491,028e35f4ecb20cf293b969226f650700,0
492,028e5908eba3ccbab39043ebc24c5d90,0
493,028f60ef4cae556a8b949fc39ed7b212,0
494,028fa8c00d131529150d04633e459eba,0
495,028fb8f2427c227007915f927a91f459,0
496,02925f3259447bfa7710e34e68e63785,0
497,0292a73f4f8be73951475ee21f1d703d,0
498,029378de224c6784d2abd0b07c13b202,0
499,0294fb23164e348e76b1f75a4575dec0,1
500,0295ddbb575e57d1b078b399ccfef49a,1
501,0296475681d0c54cac805daf0095d616,0
502,029884d95facdd74ef5bdf876b0b5203,1
503,0298dc9c058da6ac21c99b3669656f2d,0
504,029b56590e8616e45f8b9206af2c966a,1
505,029b75f3349f2646f09cd1320cc94392,1
506,029d0c39406f4c3ff299498c3c122fae,1
507,029e48f453feff9c31144222a2441425,0
508,029e8a5fd53ec510aeb4ee7741a55bdf,0
509,029ed6983dee503eef55b12d8b4efa33,0
510,029edc44daeea45e45ea6235b6525498,1
511,029fe5740e249b915c687e1419e967da,0
512,02a0fc5cb412bd8061ba7db962a8a482,0
513,02a2329df909fe1fa83f0fae8cb929a0,1
514,02a6c6c27d9ff01bf2e1b93a1ef5e55a,1
515,02a711accf603f0512870b205c410e0c,0
516,02a8d0a5e358d032f4afc32c8e11d245,0
517,02a9eb545e184caacf2c6e3498840188,1
518,02aa97d7fffa0ccdc5de2d11d5c244a6,0
519,02ac814937627f93172c265f74137f0c,1
520,02aea1af463115cd74b76a7a8df11333,0
521,02b15bf19851d742ead1a7030fa9e436,0
522,02b283153a0f6f279983ef9730f33a57,0
523,02b56a2766c46d009ba49a312666e7e5,1
524,02b625ed124fad5ae223578fde6b9797,0
525,02b6ff4b34104b04b825422fc0ace26e,1
526,02b9032ebbbbbfdf320d6a92f1e8990c,0
527,02b9b7e8f5b3ad39d98de7bb896e5c3c,0
528,02bcd04e9494e8376df8020648aacca6,0
529,02be63a6bcb160d9b9b6f0d6f1597ffe,1
530,02bea021d97218656a8f48c0781d92af,1
531,02c5c2548f10e45c361591e42a424463,0
532,02c8c2c1252095edb4a2a7efd2c2c17b,1
533,02cbb1e0aa4b1f951d9d8ca95e1eebe0,0
534,02ce7f4fd90d180d3c770dfe42747824,1
535,02ce843857bd805c4d706cfdb340dd28,1
536,02cf34619a9c5cb389f17cbb24bf4389,0
537,02cfb9b0f9d1b4df28663b9bb677c809,1
538,02d09c947b9d1df2e37b5352acab8c9b,0
539,02d1d496b83b8dc96a9c20d2c3b9e1c8,0
540,02d3f001aaca8992b9e59c2b2bc420f9,1
541,02d3fa64e8d243fe1dfbd69743ab4e9a,0
542,02d4f96a390e516c039ee297821bdc65,0
543,02d5e03fa8495fc3c17eb7973055fa6f,1
544,02d5e75a1e80e94da4e77f64d2f76c84,1
545,02d9a0566dfcc1fb05d3430e96cc3086,0
546,02dac96ef030c6d264fead929202faee,0
547,02dc070ff791132134b924181259438f,0
